Observation id,Observation date,Description,Observation type,Source,Time offset (s),Coding duration,Media duration (s),FPS (frame/s),Subject,Observation duration by subject by observation,Behavior,Behavioral category,Behavior type,Start (s),Stop (s),Duration (s),Media file name,Image index start,Image index stop,Image file path start,Image file path stop,Comment start,Comment stop
oxy2_2-250226-143229,2025-03-20 21:04:37.163,,Media file,player #1:C:/Users/niuni/Downloads/2_26_25_Oxytocin_Pilot-250226-103221/2_26_25_Oxytocin_Pilot-250226-103221/oxy2_2-250226-143229/2_26_25_Oxytocin_Pilot-250226-103221_oxy2_2-250226-143229_Cam1.avi,0.0,325.300,325.800,10.000,No focal subject,0.0,s2_Introduced,Not defined,POINT,0.400,0.400,NA,C:/Users/niuni/Downloads/2_26_25_Oxytocin_Pilot-250226-103221/2_26_25_Oxytocin_Pilot-250226-103221/oxy2_2-250226-143229/2_26_25_Oxytocin_Pilot-250226-103221_oxy2_2-250226-143229_Cam1.avi,4,4,,,,
oxy2_2-250226-143229,2025-03-20 21:04:37.163,,Media file,player #1:C:/Users/niuni/Downloads/2_26_25_Oxytocin_Pilot-250226-103221/2_26_25_Oxytocin_Pilot-250226-103221/oxy2_2-250226-143229/2_26_25_Oxytocin_Pilot-250226-103221_oxy2_2-250226-143229_Cam1.avi,0.0,325.300,325.800,10.000,No focal subject,0.0,agent_introduced,Not defined,POINT,114.600,114.600,NA,C:/Users/niuni/Downloads/2_26_25_Oxytocin_Pilot-250226-103221/2_26_25_Oxytocin_Pilot-250226-103221/oxy2_2-250226-143229/2_26_25_Oxytocin_Pilot-250226-103221_oxy2_2-250226-143229_Cam1.avi,1146,1146,,,,
oxy2_2-250226-143229,2025-03-20 21:04:37.163,,Media file,player #1:C:/Users/niuni/Downloads/2_26_25_Oxytocin_Pilot-250226-103221/2_26_25_Oxytocin_Pilot-250226-103221/oxy2_2-250226-143229/2_26_25_Oxytocin_Pilot-250226-103221_oxy2_2-250226-143229_Cam1.avi,0.0,325.300,325.800,10.000,Subject,45.294,Approach,Not defined,STATE,153.800,155.099,1.299,C:/Users/niuni/Downloads/2_26_25_Oxytocin_Pilot-250226-103221/2_26_25_Oxytocin_Pilot-250226-103221/oxy2_2-250226-143229/2_26_25_Oxytocin_Pilot-250226-103221_oxy2_2-250226-143229_Cam1.avi,1538,NA,,,,
oxy2_2-250226-143229,2025-03-20 21:04:37.163,,Media file,player #1:C:/Users/niuni/Downloads/2_26_25_Oxytocin_Pilot-250226-103221/2_26_25_Oxytocin_Pilot-250226-103221/oxy2_2-250226-143229/2_26_25_Oxytocin_Pilot-250226-103221_oxy2_2-250226-143229_Cam1.avi,0.0,325.300,325.800,10.000,Subject,45.294,Investigation,Not defined,STATE,155.100,156.800,1.700,C:/Users/niuni/Downloads/2_26_25_Oxytocin_Pilot-250226-103221/2_26_25_Oxytocin_Pilot-250226-103221/oxy2_2-250226-143229/2_26_25_Oxytocin_Pilot-250226-103221_oxy2_2-250226-143229_Cam1.avi,1551,1568,,,,
oxy2_2-250226-143229,2025-03-20 21:04:37.163,,Media file,player #1:C:/Users/niuni/Downloads/2_26_25_Oxytocin_Pilot-250226-103221/2_26_25_Oxytocin_Pilot-250226-103221/oxy2_2-250226-143229/2_26_25_Oxytocin_Pilot-250226-103221_oxy2_2-250226-143229_Cam1.avi,0.0,325.300,325.800,10.000,Subject,45.294,Approach,Not defined,STATE,161.700,164.000,2.300,C:/Users/niuni/Downloads/2_26_25_Oxytocin_Pilot-250226-103221/2_26_25_Oxytocin_Pilot-250226-103221/oxy2_2-250226-143229/2_26_25_Oxytocin_Pilot-250226-103221_oxy2_2-250226-143229_Cam1.avi,1617,1640,,,,
oxy2_2-250226-143229,2025-03-20 21:04:37.163,,Media file,player #1:C:/Users/niuni/Downloads/2_26_25_Oxytocin_Pilot-250226-103221/2_26_25_Oxytocin_Pilot-250226-103221/oxy2_2-250226-143229/2_26_25_Oxytocin_Pilot-250226-103221_oxy2_2-250226-143229_Cam1.avi,0.0,325.300,325.800,10.000,Subject,45.294,Investigation,Not defined,STATE,164.600,170.500,5.900,C:/Users/niuni/Downloads/2_26_25_Oxytocin_Pilot-250226-103221/2_26_25_Oxytocin_Pilot-250226-103221/oxy2_2-250226-143229/2_26_25_Oxytocin_Pilot-250226-103221_oxy2_2-250226-143229_Cam1.avi,1646,1705,,,,
oxy2_2-250226-143229,2025-03-20 21:04:37.163,,Media file,player #1:C:/Users/niuni/Downloads/2_26_25_Oxytocin_Pilot-250226-103221/2_26_25_Oxytocin_Pilot-250226-103221/oxy2_2-250226-143229/2_26_25_Oxytocin_Pilot-250226-103221_oxy2_2-250226-143229_Cam1.avi,0.0,325.300,325.800,10.000,Novel,27.198,Investigation,Not defined,STATE,167.600,168.100,0.500,C:/Users/niuni/Downloads/2_26_25_Oxytocin_Pilot-250226-103221/2_26_25_Oxytocin_Pilot-250226-103221/oxy2_2-250226-143229/2_26_25_Oxytocin_Pilot-250226-103221_oxy2_2-250226-143229_Cam1.avi,1676,1681,,,,
oxy2_2-250226-143229,2025-03-20 21:04:37.163,,Media file,player #1:C:/Users/niuni/Downloads/2_26_25_Oxytocin_Pilot-250226-103221/2_26_25_Oxytocin_Pilot-250226-103221/oxy2_2-250226-143229/2_26_25_Oxytocin_Pilot-250226-103221_oxy2_2-250226-143229_Cam1.avi,0.0,325.300,325.800,10.000,Novel,27.198,Approach,Not defined,STATE,175.000,176.000,1.000,C:/Users/niuni/Downloads/2_26_25_Oxytocin_Pilot-250226-103221/2_26_25_Oxytocin_Pilot-250226-103221/oxy2_2-250226-143229/2_26_25_Oxytocin_Pilot-250226-103221_oxy2_2-250226-143229_Cam1.avi,1750,1761,,,,
oxy2_2-250226-143229,2025-03-20 21:04:37.163,,Media file,player #1:C:/Users/niuni/Downloads/2_26_25_Oxytocin_Pilot-250226-103221/2_26_25_Oxytocin_Pilot-250226-103221/oxy2_2-250226-143229/2_26_25_Oxytocin_Pilot-250226-103221_oxy2_2-250226-143229_Cam1.avi,0.0,325.300,325.800,10.000,Subject,45.294,Approach,Not defined,STATE,192.500,193.500,1.000,C:/Users/niuni/Downloads/2_26_25_Oxytocin_Pilot-250226-103221/2_26_25_Oxytocin_Pilot-250226-103221/oxy2_2-250226-143229/2_26_25_Oxytocin_Pilot-250226-103221_oxy2_2-250226-143229_Cam1.avi,1925,1935,,,,
oxy2_2-250226-143229,2025-03-20 21:04:37.163,,Media file,player #1:C:/Users/niuni/Downloads/2_26_25_Oxytocin_Pilot-250226-103221/2_26_25_Oxytocin_Pilot-250226-103221/oxy2_2-250226-143229/2_26_25_Oxytocin_Pilot-250226-103221_oxy2_2-250226-143229_Cam1.avi,0.0,325.300,325.800,10.000,Subject,45.294,Approach,Not defined,STATE,198.800,201.599,2.799,C:/Users/niuni/Downloads/2_26_25_Oxytocin_Pilot-250226-103221/2_26_25_Oxytocin_Pilot-250226-103221/oxy2_2-250226-143229/2_26_25_Oxytocin_Pilot-250226-103221_oxy2_2-250226-143229_Cam1.avi,1988,NA,,,,
