Observation id,Observation date,Description,Observation type,Source,Time offset (s),Coding duration,Media duration (s),FPS (frame/s),Subject,Observation duration by subject by observation,Behavior,Behavioral category,Behavior type,Start (s),Stop (s),Duration (s),Media file name,Image index start,Image index stop,Image file path start,Image file path stop,Comment start,Comment stop
oxy_1_1-250226-135634,2025-03-20 22:04:13.756,,Media file,player #1:C:/Users/niuni/Downloads/2_26_25_Oxytocin_Pilot-250226-103221/2_26_25_Oxytocin_Pilot-250226-103221/oxy_1_1-250226-135634/2_26_25_Oxytocin_Pilot-250226-103221_oxy_1_1-250226-135634_Cam1.avi,0.0,286.300,286.400,10.000,No focal subject,0.0,s1_Introduced,Not defined,POINT,0.000,0.000,NA,C:/Users/niuni/Downloads/2_26_25_Oxytocin_Pilot-250226-103221/2_26_25_Oxytocin_Pilot-250226-103221/oxy_1_1-250226-135634/2_26_25_Oxytocin_Pilot-250226-103221_oxy_1_1-250226-135634_Cam1.avi,0,0,,,,
oxy_1_1-250226-135634,2025-03-20 22:04:13.756,,Media file,player #1:C:/Users/niuni/Downloads/2_26_25_Oxytocin_Pilot-250226-103221/2_26_25_Oxytocin_Pilot-250226-103221/oxy_1_1-250226-135634/2_26_25_Oxytocin_Pilot-250226-103221_oxy_1_1-250226-135634_Cam1.avi,0.0,286.300,286.400,10.000,No focal subject,0.0,agent_Introduced,Not defined,POINT,128.700,128.700,NA,C:/Users/niuni/Downloads/2_26_25_Oxytocin_Pilot-250226-103221/2_26_25_Oxytocin_Pilot-250226-103221/oxy_1_1-250226-135634/2_26_25_Oxytocin_Pilot-250226-103221_oxy_1_1-250226-135634_Cam1.avi,1287,1287,,,,
oxy_1_1-250226-135634,2025-03-20 22:04:13.756,,Media file,player #1:C:/Users/niuni/Downloads/2_26_25_Oxytocin_Pilot-250226-103221/2_26_25_Oxytocin_Pilot-250226-103221/oxy_1_1-250226-135634/2_26_25_Oxytocin_Pilot-250226-103221_oxy_1_1-250226-135634_Cam1.avi,0.0,286.300,286.400,10.000,Novel,49.599,Approach,Not defined,STATE,132.300,132.999,0.699,C:/Users/niuni/Downloads/2_26_25_Oxytocin_Pilot-250226-103221/2_26_25_Oxytocin_Pilot-250226-103221/oxy_1_1-250226-135634/2_26_25_Oxytocin_Pilot-250226-103221_oxy_1_1-250226-135634_Cam1.avi,1323,NA,,,,
oxy_1_1-250226-135634,2025-03-20 22:04:13.756,,Media file,player #1:C:/Users/niuni/Downloads/2_26_25_Oxytocin_Pilot-250226-103221/2_26_25_Oxytocin_Pilot-250226-103221/oxy_1_1-250226-135634/2_26_25_Oxytocin_Pilot-250226-103221_oxy_1_1-250226-135634_Cam1.avi,0.0,286.300,286.400,10.000,Subject,87.499,Investigation,Not defined,STATE,132.400,158.800,26.400,C:/Users/niuni/Downloads/2_26_25_Oxytocin_Pilot-250226-103221/2_26_25_Oxytocin_Pilot-250226-103221/oxy_1_1-250226-135634/2_26_25_Oxytocin_Pilot-250226-103221_oxy_1_1-250226-135634_Cam1.avi,1324,1588,,,,
oxy_1_1-250226-135634,2025-03-20 22:04:13.756,,Media file,player #1:C:/Users/niuni/Downloads/2_26_25_Oxytocin_Pilot-250226-103221/2_26_25_Oxytocin_Pilot-250226-103221/oxy_1_1-250226-135634/2_26_25_Oxytocin_Pilot-250226-103221_oxy_1_1-250226-135634_Cam1.avi,0.0,286.300,286.400,10.000,Novel,49.599,Investigation,Not defined,STATE,133.000,136.600,3.600,C:/Users/niuni/Downloads/2_26_25_Oxytocin_Pilot-250226-103221/2_26_25_Oxytocin_Pilot-250226-103221/oxy_1_1-250226-135634/2_26_25_Oxytocin_Pilot-250226-103221_oxy_1_1-250226-135634_Cam1.avi,1330,1366,,,,
oxy_1_1-250226-135634,2025-03-20 22:04:13.756,,Media file,player #1:C:/Users/niuni/Downloads/2_26_25_Oxytocin_Pilot-250226-103221/2_26_25_Oxytocin_Pilot-250226-103221/oxy_1_1-250226-135634/2_26_25_Oxytocin_Pilot-250226-103221_oxy_1_1-250226-135634_Cam1.avi,0.0,286.300,286.400,10.000,Novel,49.599,Investigation,Not defined,STATE,144.400,158.000,13.600,C:/Users/niuni/Downloads/2_26_25_Oxytocin_Pilot-250226-103221/2_26_25_Oxytocin_Pilot-250226-103221/oxy_1_1-250226-135634/2_26_25_Oxytocin_Pilot-250226-103221_oxy_1_1-250226-135634_Cam1.avi,1444,1580,,,,
oxy_1_1-250226-135634,2025-03-20 22:04:13.756,,Media file,player #1:C:/Users/niuni/Downloads/2_26_25_Oxytocin_Pilot-250226-103221/2_26_25_Oxytocin_Pilot-250226-103221/oxy_1_1-250226-135634/2_26_25_Oxytocin_Pilot-250226-103221_oxy_1_1-250226-135634_Cam1.avi,0.0,286.300,286.400,10.000,Novel,49.599,Investigation,Not defined,STATE,158.700,159.600,0.900,C:/Users/niuni/Downloads/2_26_25_Oxytocin_Pilot-250226-103221/2_26_25_Oxytocin_Pilot-250226-103221/oxy_1_1-250226-135634/2_26_25_Oxytocin_Pilot-250226-103221_oxy_1_1-250226-135634_Cam1.avi,1587,1596,,,,
oxy_1_1-250226-135634,2025-03-20 22:04:13.756,,Media file,player #1:C:/Users/niuni/Downloads/2_26_25_Oxytocin_Pilot-250226-103221/2_26_25_Oxytocin_Pilot-250226-103221/oxy_1_1-250226-135634/2_26_25_Oxytocin_Pilot-250226-103221_oxy_1_1-250226-135634_Cam1.avi,0.0,286.300,286.400,10.000,Subject,87.499,Investigation,Not defined,STATE,159.400,168.200,8.800,C:/Users/niuni/Downloads/2_26_25_Oxytocin_Pilot-250226-103221/2_26_25_Oxytocin_Pilot-250226-103221/oxy_1_1-250226-135634/2_26_25_Oxytocin_Pilot-250226-103221_oxy_1_1-250226-135634_Cam1.avi,1594,1682,,,,
oxy_1_1-250226-135634,2025-03-20 22:04:13.756,,Media file,player #1:C:/Users/niuni/Downloads/2_26_25_Oxytocin_Pilot-250226-103221/2_26_25_Oxytocin_Pilot-250226-103221/oxy_1_1-250226-135634/2_26_25_Oxytocin_Pilot-250226-103221_oxy_1_1-250226-135634_Cam1.avi,0.0,286.300,286.400,10.000,Novel,49.599,Investigation,Not defined,STATE,162.300,168.100,5.800,C:/Users/niuni/Downloads/2_26_25_Oxytocin_Pilot-250226-103221/2_26_25_Oxytocin_Pilot-250226-103221/oxy_1_1-250226-135634/2_26_25_Oxytocin_Pilot-250226-103221_oxy_1_1-250226-135634_Cam1.avi,1623,1681,,,,
oxy_1_1-250226-135634,2025-03-20 22:04:13.756,,Media file,player #1:C:/Users/niuni/Downloads/2_26_25_Oxytocin_Pilot-250226-103221/2_26_25_Oxytocin_Pilot-250226-103221/oxy_1_1-250226-135634/2_26_25_Oxytocin_Pilot-250226-103221_oxy_1_1-250226-135634_Cam1.avi,0.0,286.300,286.400,10.000,Subject,87.499,Investigation,Not defined,STATE,172.200,199.200,27.000,C:/Users/niuni/Downloads/2_26_25_Oxytocin_Pilot-250226-103221/2_26_25_Oxytocin_Pilot-250226-103221/oxy_1_1-250226-135634/2_26_25_Oxytocin_Pilot-250226-103221_oxy_1_1-250226-135634_Cam1.avi,1722,1992,,,,
oxy_1_1-250226-135634,2025-03-20 22:04:13.756,,Media file,player #1:C:/Users/niuni/Downloads/2_26_25_Oxytocin_Pilot-250226-103221/2_26_25_Oxytocin_Pilot-250226-103221/oxy_1_1-250226-135634/2_26_25_Oxytocin_Pilot-250226-103221_oxy_1_1-250226-135634_Cam1.avi,0.0,286.300,286.400,10.000,Novel,49.599,Investigation,Not defined,STATE,172.600,176.700,4.100,C:/Users/niuni/Downloads/2_26_25_Oxytocin_Pilot-250226-103221/2_26_25_Oxytocin_Pilot-250226-103221/oxy_1_1-250226-135634/2_26_25_Oxytocin_Pilot-250226-103221_oxy_1_1-250226-135634_Cam1.avi,1726,1767,,,,
oxy_1_1-250226-135634,2025-03-20 22:04:13.756,,Media file,player #1:C:/Users/niuni/Downloads/2_26_25_Oxytocin_Pilot-250226-103221/2_26_25_Oxytocin_Pilot-250226-103221/oxy_1_1-250226-135634/2_26_25_Oxytocin_Pilot-250226-103221_oxy_1_1-250226-135634_Cam1.avi,0.0,286.300,286.400,10.000,Novel,49.599,Investigation,Not defined,STATE,181.400,183.100,1.700,C:/Users/niuni/Downloads/2_26_25_Oxytocin_Pilot-250226-103221/2_26_25_Oxytocin_Pilot-250226-103221/oxy_1_1-250226-135634/2_26_25_Oxytocin_Pilot-250226-103221_oxy_1_1-250226-135634_Cam1.avi,1814,1831,,,,
oxy_1_1-250226-135634,2025-03-20 22:04:13.756,,Media file,player #1:C:/Users/niuni/Downloads/2_26_25_Oxytocin_Pilot-250226-103221/2_26_25_Oxytocin_Pilot-250226-103221/oxy_1_1-250226-135634/2_26_25_Oxytocin_Pilot-250226-103221_oxy_1_1-250226-135634_Cam1.avi,0.0,286.300,286.400,10.000,Novel,49.599,Investigation,Not defined,STATE,187.000,188.100,1.100,C:/Users/niuni/Downloads/2_26_25_Oxytocin_Pilot-250226-103221/2_26_25_Oxytocin_Pilot-250226-103221/oxy_1_1-250226-135634/2_26_25_Oxytocin_Pilot-250226-103221_oxy_1_1-250226-135634_Cam1.avi,1870,1881,,,,
oxy_1_1-250226-135634,2025-03-20 22:04:13.756,,Media file,player #1:C:/Users/niuni/Downloads/2_26_25_Oxytocin_Pilot-250226-103221/2_26_25_Oxytocin_Pilot-250226-103221/oxy_1_1-250226-135634/2_26_25_Oxytocin_Pilot-250226-103221_oxy_1_1-250226-135634_Cam1.avi,0.0,286.300,286.400,10.000,Novel,49.599,Investigation,Not defined,STATE,190.000,197.500,7.500,C:/Users/niuni/Downloads/2_26_25_Oxytocin_Pilot-250226-103221/2_26_25_Oxytocin_Pilot-250226-103221/oxy_1_1-250226-135634/2_26_25_Oxytocin_Pilot-250226-103221_oxy_1_1-250226-135634_Cam1.avi,1900,1975,,,,
oxy_1_1-250226-135634,2025-03-20 22:04:13.756,,Media file,player #1:C:/Users/niuni/Downloads/2_26_25_Oxytocin_Pilot-250226-103221/2_26_25_Oxytocin_Pilot-250226-103221/oxy_1_1-250226-135634/2_26_25_Oxytocin_Pilot-250226-103221_oxy_1_1-250226-135634_Cam1.avi,0.0,286.300,286.400,10.000,Subject,87.499,Investigation,Not defined,STATE,200.000,203.400,3.400,C:/Users/niuni/Downloads/2_26_25_Oxytocin_Pilot-250226-103221/2_26_25_Oxytocin_Pilot-250226-103221/oxy_1_1-250226-135634/2_26_25_Oxytocin_Pilot-250226-103221_oxy_1_1-250226-135634_Cam1.avi,2000,2034,,,,
oxy_1_1-250226-135634,2025-03-20 22:04:13.756,,Media file,player #1:C:/Users/niuni/Downloads/2_26_25_Oxytocin_Pilot-250226-103221/2_26_25_Oxytocin_Pilot-250226-103221/oxy_1_1-250226-135634/2_26_25_Oxytocin_Pilot-250226-103221_oxy_1_1-250226-135634_Cam1.avi,0.0,286.300,286.400,10.000,Novel,49.599,Investigation,Not defined,STATE,201.900,202.700,0.800,C:/Users/niuni/Downloads/2_26_25_Oxytocin_Pilot-250226-103221/2_26_25_Oxytocin_Pilot-250226-103221/oxy_1_1-250226-135634/2_26_25_Oxytocin_Pilot-250226-103221_oxy_1_1-250226-135634_Cam1.avi,2020,2028,,,,
oxy_1_1-250226-135634,2025-03-20 22:04:13.756,,Media file,player #1:C:/Users/niuni/Downloads/2_26_25_Oxytocin_Pilot-250226-103221/2_26_25_Oxytocin_Pilot-250226-103221/oxy_1_1-250226-135634/2_26_25_Oxytocin_Pilot-250226-103221_oxy_1_1-250226-135634_Cam1.avi,0.0,286.300,286.400,10.000,Subject,87.499,Approach,Not defined,STATE,213.500,214.799,1.299,C:/Users/niuni/Downloads/2_26_25_Oxytocin_Pilot-250226-103221/2_26_25_Oxytocin_Pilot-250226-103221/oxy_1_1-250226-135634/2_26_25_Oxytocin_Pilot-250226-103221_oxy_1_1-250226-135634_Cam1.avi,2135,NA,,,,
oxy_1_1-250226-135634,2025-03-20 22:04:13.756,,Media file,player #1:C:/Users/niuni/Downloads/2_26_25_Oxytocin_Pilot-250226-103221/2_26_25_Oxytocin_Pilot-250226-103221/oxy_1_1-250226-135634/2_26_25_Oxytocin_Pilot-250226-103221_oxy_1_1-250226-135634_Cam1.avi,0.0,286.300,286.400,10.000,Subject,87.499,Investigation,Not defined,STATE,214.800,218.800,4.000,C:/Users/niuni/Downloads/2_26_25_Oxytocin_Pilot-250226-103221/2_26_25_Oxytocin_Pilot-250226-103221/oxy_1_1-250226-135634/2_26_25_Oxytocin_Pilot-250226-103221_oxy_1_1-250226-135634_Cam1.avi,2148,2188,,,,
oxy_1_1-250226-135634,2025-03-20 22:04:13.756,,Media file,player #1:C:/Users/niuni/Downloads/2_26_25_Oxytocin_Pilot-250226-103221/2_26_25_Oxytocin_Pilot-250226-103221/oxy_1_1-250226-135634/2_26_25_Oxytocin_Pilot-250226-103221_oxy_1_1-250226-135634_Cam1.avi,0.0,286.300,286.400,10.000,Novel,49.599,Investigation,Not defined,STATE,215.200,216.300,1.100,C:/Users/niuni/Downloads/2_26_25_Oxytocin_Pilot-250226-103221/2_26_25_Oxytocin_Pilot-250226-103221/oxy_1_1-250226-135634/2_26_25_Oxytocin_Pilot-250226-103221_oxy_1_1-250226-135634_Cam1.avi,2152,2163,,,,
